"","age","year","meansize"
"460","2.3",1996,576.636827655764
"461","2.3",1997,582.310018329263
"462","2.3",1998,567.758933458086
"463","2.3",1999,575.484582049244
"464","2.3",2000,568.933639879589
"465","2.3",2001,581.814141109195
"466","2.3",2002,584.749673245729
"467","2.3",2003,585.67418114549
"468","2.3",2004,580.410856683917
"469","2.3",2005,573.674940452653
"470","2.3",2006,565.905563018113
"471","2.3",2007,569.756003977644
"472","2.3",2008,558.212259144027
"473","2.3",2009,564.520400714938
"474","2.3",2010,558.640529383258
"475","2.3",2011,566.423869688545
"476","2.3",2012,560.586922749908
"477","2.3",2013,563.285539155619
"478","2.3",2014,563.781623862878
"479","2.3",2015,551.504706932765
"480","2.3",2016,552.871867244247
"481","2.3",2017,563.491511943851
"482","2.3",2018,557.969537754919
"483","2.3",2019,556.46656102229
"484","2.3",2020,538.974742403369
