"","age","year","meansize"
"168","1.3",1992,554.153049512022
"169","1.3",1993,565.536105915842
"170","1.3",1994,556.433850823526
"171","1.3",1995,562.22345488722
"172","1.3",1996,573.604056002164
"173","1.3",1997,570.664077386728
"174","1.3",1998,557.278858334424
"175","1.3",1999,564.400970338074
"176","1.3",2000,563.753976123514
"177","1.3",2001,572.16783353369
"178","1.3",2002,569.308063118908
"179","1.3",2003,577.496538529648
"180","1.3",2004,571.384905838938
"181","1.3",2005,565.58384133671
"182","1.3",2006,555.759221622076
"183","1.3",2007,559.424784916591
"184","1.3",2008,546.61619935435
"185","1.3",2009,562.779617554276
"186","1.3",2010,555.529546966095
"187","1.3",2011,559.590157993029
"188","1.3",2012,551.15786393607
"189","1.3",2013,557.883459304666
"190","1.3",2014,552.859065564649
"191","1.3",2015,546.022120371898
"192","1.3",2016,546.638888019313
"193","1.3",2017,552.613237373597
"194","1.3",2018,543.187639542748
"195","1.3",2019,545.078425325648
"196","1.3",2020,534.962820255572
"197","1.4",1965,567
"198","1.4",1966,599.934301958307
"199","1.4",1967,577.157181571816
"200","1.4",1968,589.848854961832
"201","1.4",1969,608
"202","1.4",1971,587.664333276421
"203","1.4",1972,599.120320165247
"204","1.4",1973,579.768041237113
"205","1.4",1974,563.671641791045
"206","1.4",1975,588.618839311753
"207","1.4",1976,601.170478170478
"208","1.4",1977,585.867729831145
"209","1.4",1978,606.204551315111
"210","1.4",1979,594.62412314887
"211","1.4",1980,584.726934378061
"212","1.4",1981,596.792216315548
"213","1.4",1982,592.505054945055
"214","1.4",1983,589.216228054355
"215","1.4",1984,582.836835193697
"216","1.4",1985,597.541385870441
"217","1.4",1986,584.438925081433
"218","1.4",1987,608.13083089382
"219","1.4",1988,595.411612483745
"220","1.4",1989,596.734809862098
"221","1.4",1990,589.945756566053
"222","1.4",1991,585.197466709971
"223","1.4",1992,578.446846966529
"224","1.4",1993,588.290553825399
"225","1.4",1994,585.319946868979
"226","1.4",1995,565.937636200487
"227","1.4",1996,588.963229879011
"228","1.4",1997,591.258839681982
"229","1.4",1998,588.965686780127
"230","1.4",1999,596.128355433376
"231","1.4",2000,584.438908926961
"232","1.4",2001,595.876031021504
"233","1.4",2002,582.798183514014
"234","1.4",2003,594.0441345005
"235","1.4",2004,595.103438730107
"236","1.4",2005,589.208223246485
"237","1.4",2006,583.682591789974
"238","1.4",2007,574.825977144281
"239","1.4",2008,566.809935846379
"240","1.4",2009,580.660598935483
"241","1.4",2010,572.266994417515
"242","1.4",2011,574.833943176926
"243","1.4",2012,582.152668882895
"244","1.4",2013,580.491299897646
"245","1.4",2014,586.06524861815
"246","1.4",2015,557.836813580936
"247","1.4",2016,561.867978003384
"248","1.4",2017,570.25585822217
"249","1.4",2018,555.292939457433
"250","1.4",2019,551.497084057646
"251","1.4",2020,562.186905962937
"252","2.2",1963,529.664930010956
"253","2.2",1964,526.197448930496
"254","2.2",1965,508.062224735881
"255","2.2",1966,524.355123221331
"256","2.2",1967,538.071699438026
"257","2.2",1968,530.934398873771
"258","2.2",1969,531.285137087371
"259","2.2",1970,515.549762701528
"260","2.2",1971,529.43133946618
"261","2.2",1972,529.527695868705
"262","2.2",1973,538.356241461135
"263","2.2",1974,527.807953002638
"264","2.2",1975,526.623960606875
"265","2.2",1976,508.655761530085
"266","2.2",1977,545.300117611137
"267","2.2",1978,532.12565095902
"268","2.2",1979,540.573047900093
"269","2.2",1980,519.283282586595
"270","2.2",1981,535.396304000505
"271","2.2",1982,537.608493016339
"272","2.2",1983,537.278165675373
"273","2.2",1984,521.701470592828
"274","2.2",1985,525.2940637378
"275","2.2",1986,537.02048426066
"276","2.2",1987,528.396673837394
"277","2.2",1988,533.084088478738
"278","2.2",1989,519.624089890644
"279","2.2",1990,508.722351918423
"280","2.2",1991,510.30892412688
"281","2.2",1992,510.538647208541
"282","2.2",1993,527.20170751391
"283","2.2",1994,510.987326680328
"284","2.2",1995,516.842297861541
"285","2.2",1996,525.982555937756
"286","2.2",1997,519.543243878944
"287","2.2",1998,520.84518871794
"288","2.2",1999,527.40499958314
"289","2.2",2000,519.149729479003
"290","2.2",2001,522.3530911931
"291","2.2",2002,521.569042941693
"292","2.2",2003,532.1089474734
"293","2.2",2004,523.425657391348
"294","2.2",2005,521.929743035484
"295","2.2",2006,517.304042627389
"296","2.2",2007,519.725710500077
"297","2.2",2008,511.52462730032
"298","2.2",2009,513.773607143629
"299","2.2",2010,503.736606914639
"300","2.2",2011,509.823754453748
"301","2.2",2012,509.92279351219
"302","2.2",2013,513.267828378469
"303","2.2",2014,509.901400666399
"304","2.2",2015,501.723684087282
"305","2.2",2016,511.724943420452
"306","2.2",2017,521.345467542054
"307","2.2",2018,504.922765394372
"308","2.2",2019,492.678507305099
"309","2.2",2020,490.517418031716
"310","2.3",1963,586.43191880516
"311","2.3",1964,577.498449669784
"312","2.3",1965,569.563267551152
"313","2.3",1966,573.518011487852
"314","2.3",1967,587.667807382669
"315","2.3",1968,591.591477057433
"316","2.3",1969,585.356848605252
"317","2.3",1970,567.390009472296
"318","2.3",1971,574.878881910246
"319","2.3",1972,581.679882697324
"320","2.3",1973,594.992416919561
"321","2.3",1974,579.670308881568
"322","2.3",1975,582.220067036062
"323","2.3",1976,571.297518062986
"324","2.3",1977,603.521847530766
"325","2.3",1978,595.009897357679
"326","2.3",1979,576.822048961695
"327","2.3",1980,572.015166509568
"328","2.3",1981,578.806472810351
"329","2.3",1982,582.341384081397
"330","2.3",1983,583.539919820748
"331","2.3",1984,579.070476131214
"332","2.3",1985,577.68081515218
"333","2.3",1986,575.505571655019
"334","2.3",1987,583.167229954049
"335","2.3",1988,586.977866195206
"336","2.3",1989,586.095908781765
"337","2.3",1990,571.774610262384
"338","2.3",1991,562.025151520125
"339","2.3",1992,559.809662005872
"340","2.3",1993,572.792743214433
"341","2.3",1994,565.83878164385
"342","2.3",1995,572.399303531559
"343","2.3",1996,576.02621666077
"344","2.3",1997,581.812190329348
"345","2.3",1998,569.81701174916
"346","2.3",1999,580.11173576289
"347","2.3",2000,566.628467097062
"348","2.3",2001,578.159090964188
"349","2.3",2002,583.321129528678
"350","2.3",2003,587.085754403442
"351","2.3",2004,580.399119474271
"352","2.3",2005,572.114683234502
"353","2.3",2006,567.691274102372
"354","2.3",2007,564.938646812704
"355","2.3",2008,557.855103280681
"356","2.3",2009,563.237549705653
"357","2.3",2010,556.422932811248
"358","2.3",2011,561.717904000616
"359","2.3",2012,559.409810847269
"360","2.3",2013,561.21497918868
"361","2.3",2014,561.208860726987
"362","2.3",2015,549.386879419392
"363","2.3",2016,551.05010213761
"364","2.3",2017,561.386376467189
"365","2.3",2018,556.622398693735
"366","2.3",2019,556.788531424569
"367","2.3",2020,538.835446758769
"368","2.4",1978,587.698630742049
"369","2.4",1982,595.370757180157
"370","2.4",1983,591.748076144188
"371","2.4",1987,598
"372","2.4",1989,617.503681091758
"373","2.4",1991,585.173316708229
"374","2.4",1992,584.862577410793
"375","2.4",1993,576.63912145673
"376","2.4",1994,564.617629541394
"377","2.4",1997,595.183780248528
"378","2.4",2001,581.619181946403
"379","2.4",2002,557.995475113122
"380","2.4",2003,587.924882629108
"381","2.4",2009,579.340775039965
"382","2.4",2011,566.941520467836
"383","2.4",2012,595.859589041096
"384","2.4",2013,564
"385","2.4",2016,602
"386","2.4",2018,573.833333333333
